-0.10003662	0.087890625	0.013458252	0.05117798	-0.11682129	-0.115356445	0.052459717	0.06222534
-0.030029297	-0.109558105	-0.04296875	-0.05392456	0.021102905	-0.012428284	-0.09277344	0.09655762
0.11987305	-0.00021743774	-0.016204834	0.066223145	0.008354187	-0.009483337	0.0836792	-0.10241699
0.032104492	0.18408203	0.01272583	-0.09887695	0.018692017	-0.011367798	0.08300781	0.030838013
-0.029129028	0.013214111	-0.06112671	-0.050201416	-0.011734009	0.074279785	-0.074157715	0.0793457
0.060943604	0.09277344	-0.0513916	-0.0010299683	0.0115356445	-0.03186035	-0.11639404	0.024963379
-0.021377563	-0.028503418	-0.036132812	0.16027832	-0.011459351	-0.057861328	-0.05886841	-0.043304443
0.0049324036	-0.060943604	0.0803833	0.017852783	0.048217773	0.01776123	-0.030288696	-0.03060913
-0.052825928	-0.060668945	-0.099487305	-0.059814453	-0.07409668	0.09613037	-0.105651855	-0.03842163
0.037475586	0.045806885	-0.020446777	-0.02015686	-0.07739258	0.03314209	-0.008842468	-0.0031204224
0.048187256	0.02230835	0.0423584	-0.12322998	-0.08148193	-0.11022949	-0.0993042	0.07324219
0.01789856	0.013412476	0.007835388	0.013641357	-0.21154785	0.074157715	0.08239746	-0.045135498
-0.055114746	-0.07562256	-0.16015625	-0.099609375	0.08123779	-0.028015137	-0.038146973	0.065979004
-0.027786255	-0.05618286	-0.09185791	0.0012521744	0.052001953	0.06225586	-0.008430481	0.016830444
0.10760498	-0.05593872	-0.016525269	0.035308838	-0.12335205	-0.14440918	-0.10046387	0.057373047
0.11920166	-0.12060547	0.029922485	0.12658691	0.010307312	-0.007144928	0.08728027	-0.021575928
-0.12536621	-0.119018555	0.103027344	-0.04824829	0.093933105	-0.1854248	-0.026031494	-0.027450562
-0.0769043	0.05105591	-0.073791504	0.13317871	0.14428711	-0.101745605	0.06304932	-0.091430664
0.08148193	0.06072998	-0.06994629	-0.116760254	-0.0014247894	-0.04940796	0.10168457	-0.08862305
0.031921387	0.10455322	0.019378662	-0.042938232	0.09838867	0.00030899048	0.03817749	0.04699707
-0.01826477	0.07897949	0.1149292	-0.015090942	-0.019210815	0.030776978	0.005302429	-0.0035915375
-0.08843994	-0.061340332	-0.14929199	-0.052520752	-0.13891602	0.05114746	0.064941406	0.07470703
0.07366943	-0.01927185	-0.023620605	-0.04711914	0.1161499	-0.082214355	0.0579834	-0.085876465
-0.014823914	0.07110596	0.049865723	0.06976318	0.1665039	-0.033233643	-0.007411957	-0.008934021
-0.01687622	0.08325195	-0.023544312	0.011161804	-0.0043296814	0.035888672	-0.0049743652	-0.0340271
0.013542175	0.056610107	-0.03353882	0.06774902	-0.059692383	-0.017349243	-0.037872314	-0.18103027
0.016906738	0.091796875	0.09875488	0.08526611	-0.04788208	-0.07019043	-0.03326416	-0.08001709
0.111083984	0.13659668	0.10723877	-0.02368164	0.053588867	-0.026046753	0.06085205	-0.08856201
-0.12145996	-0.08654785	0.035949707	-0.0826416	-0.038116455	0.03366089	-0.04119873	0.06817627
0.020523071	0.09515381	-0.010185242	0.05569458	0.011550903	-0.049102783	0.032470703	0.013114929
-0.07196045	0.1348877	-0.049438477	0.04916382	-0.016448975	0.008514404	0.12072754	0.023590088
0.009841919	0.04550171	0.0435791	-0.000323534	-0.1583252	0.019256592	-0.01626587	0.0070877075
0.16784668	-0.025741577	-0.038635254	0.027114868	0.052612305	0.061309814	0.011039734	-0.022644043
0.07348633	-0.059631348	0.14160156	-0.0009126663	0.072265625	-0.019607544	0.01411438	-0.026824951
-0.14465332	-0.026870728	0.099853516	0.07287598	-0.028961182	-0.14404297	-0.039520264	-0.037719727
-0.11254883	0.010261536	0.042938232	0.05581665	0.09667969	0.14038086	0.13244629	0.043060303
0.061187744	0.099853516	-0.009269714	0.091796875	0.01436615	0.0463562	-0.1104126	0.06463623
-0.0019893646	0.032806396	-0.040527344	0.00806427	-0.035888672	0.022079468	0.19628906	-0.017318726
0.03829956	-0.018463135	-0.023101807	0.06793213	0.01550293	0.024719238	-0.046539307	-0.0058174133
0.054382324	-0.015289307	-0.09222412	-0.06695557	0.09039307	-0.17492676	-0.0030059814	-0.080078125
-0.052001953	-0.09039307	0.022720337	0.06726074	0.091430664	-0.087768555	0.09686279	0.11376953
0.066589355	0.016647339	-0.025665283	-0.058410645	-0.019485474	0.13574219	0.035583496	-0.14916992
0.06994629	0.05255127	-0.027053833	0.015991211	0.026489258	-0.10437012	-0.043151855	-0.08843994
-0.009361267	-0.09094238	0.06222534	-0.0020656586	-0.05517578	-0.07623291	-0.0016975403	-0.036895752
0.11584473	-0.047973633	0.012313843	-0.029281616	-0.09173584	0.046691895	0.09442139	0.01789856
-0.038146973	0.02279663	-0.04876709	-0.004524231	0.013298035	0.026565552	0.026885986	-0.062072754
0.04525757	-0.051757812	-0.10272217	0.016204834	0.047821045	0.11645508	-0.06488037	0.03503418
-0.07434082	0.05206299	-0.033294678	-0.072631836	0.11462402	0.0574646	-0.078186035	0.040924072
